56478142|Surgen|Clinic|8 - Apr - 81|12 - Nov - 97
56545174|Surgen|Ward|26 - Jan - 88|3 - Jan - 02
57340311|Janitor|Clinic|13 - Jan - 81|9 - Jan - 98
57527154|Surgen|Hospital|10 - Feb - 85|16 - Nov - 98
57792937|Doctor|Clinic|10 - Nov - 83|14 - Nov - 08
58364078|Doctor|Hospital|8 - Jan - 86|5 - Dec - 93
58675647|Janitor|Clinic|20 - Dec - 88|29 - Nov - 05
59636179|Janitor|Clinic|6 - Dec - 80|14 - Jun - 99
60102112|Doctor|Hospital|22 - Apr - 81|29 - Dec - 08
60719131|RN|Ward|15 - Sep - 89|22 - Oct - 04
61584028|Surgen|Clinic|7 - Jun - 88|26 - May - 03
65911001|Psychologist|Clinic|8 - Dec - 83|6 - Apr - 97
66361460|Nurse|Clinic|24 - May - 85|6 - Aug - 93
67170366|RN|Ward|9 - Feb - 83|27 - Sep - 91
67171092|Psychologist|Hospital|18 - Apr - 89|20 - Jul - 05
67983770|Psychologist|Hospital|15 - Oct - 88|4 - Jul - 91
68421862|Janitor|Clinic|7 - Oct - 85|14 - Oct - 06
68761528|Nurse|Hospital|5 - Mar - 85|13 - Dec - 95
69175452|RN|Clinic|21 - May - 85|28 - Aug - 00
69571215|Doctor|Hospital|22 - Apr - 85|30 - Mar - 02
70276325|Nurse|Clinic|21 - Nov - 86|20 - May - 02
70423454|RN|Clinic|2 - Nov - 83|16 - Sep - 01
70750289|Doctor|Ward|9 - Nov - 86|2 - Aug - 00
70992488|Surgen|Ward|7 - Nov - 87|26 - Aug - 92
71595989|Psychologist|Clinic|22 - Mar - 87|29 - Jul - 02
72346224|Psychologist|Ward|10 - Jan - 83|22 - Jan - 95
73528251|Surgen|Clinic|2 - Dec - 89|13 - Oct - 96
73751555|Psychologist|Hospital|27 - Sep - 85|9 - Sep - 03
74302996|RN|Hospital|3 - Dec - 80|31 - Aug - 90
74467906|Doctor|Clinic|30 - Jan - 81|5 - Nov - 00
75342989|Surgen|Clinic|15 - Dec - 81|3 - Oct - 08
75682043|Surgen|Clinic|27 - May - 88|16 - Dec - 08
75843825|RN|Ward|4 - Dec - 80|28 - Jun - 00
76729795|RN|Hospital|5 - Jan - 89|21 - Feb - 01
76753286|Janitor|Hospital|30 - Dec - 88|28 - Aug - 06
77179918|Surgen|Ward|19 - Feb - 89|3 - Sep - 94
77503039|Janitor|Ward|24 - Mar - 82|22 - Jul - 00
77997406|RN|Clinic|26 - Jan - 86|14 - Apr - 09
78285008|RN|Hospital|27 - Nov - 86|29 - Jul - 96
78712041|RN|Ward|16 - Mar - 87|25 - Feb - 97
79200706|Surgen|Clinic|30 - Aug - 89|6 - Feb - 02
80198089|RN|Ward|13 - Dec - 89|27 - May - 92
80754513|Janitor|Hospital|11 - Sep - 89|27 - Aug - 96
81474751|Nurse|Clinic|27 - Jan - 86|17 - Jun - 06
81814200|Psychologist|Hospital|15 - May - 86|22 - Nov - 09
82597127|Doctor|Ward|21 - Feb - 81|12 - Jul - 08
82893235|RN|Ward|19 - Dec - 85|29 - Jul - 05
83055191|RN|Ward|17 - Apr - 88|21 - Oct - 08
84126229|Surgen|Hospital|29 - Nov - 87|10 - Apr - 08
84482892|Surgen|Ward|25 - Apr - 81|25 - Mar - 91
84955977|Janitor|Ward|8 - Jan - 86|21 - May - 94
85172718|Nurse|Ward|18 - Oct - 88|20 - Aug - 05
85475348|RN|Hospital|12 - Feb - 89|24 - Nov - 90
85529460|Nurse|Ward|25 - Jan - 87|23 - May - 96
85713071|RN|Ward|19 - Mar - 84|25 - Jul - 92
85809763|Janitor|Ward|27 - Dec - 87|6 - Nov - 00
85843246|Nurse|Ward|2 - Nov - 86|2 - Sep - 96
85921678|Doctor|Ward|27 - Jun - 87|27 - Apr - 06
86143294|Psychologist|Hospital|4 - Sep - 81|22 - Apr - 97
86638197|Psychologist|Ward|12 - Jan - 85|31 - Aug - 00
86967062|Janitor|Hospital|1 - Nov - 87|10 - Aug - 94
88843607|Nurse|Hospital|17 - May - 89|10 - Sep - 97
89100550|Nurse|Hospital|18 - Feb - 84|13 - Sep - 09
90513974|Janitor|Clinic|28 - May - 87|22 - Jul - 92
90732055|Nurse|Clinic|17 - Mar - 86|13 - Dec - 01
91994263|Surgen|Ward|23 - Dec - 81|14 - Sep - 06
92162395|Nurse|Clinic|2 - Oct - 87|3 - Aug - 04
92819244|Surgen|Hospital|1 - Mar - 86|17 - Jul - 91
93098085|Janitor|Clinic|7 - May - 84|15 - Jan - 92
93741577|Doctor|Hospital|12 - Apr - 84|10 - May - 03
94568662|Nurse|Clinic|10 - Nov - 88|29 - Jul - 07
94964429|Doctor|Ward|2 - Aug - 89|27 - Sep - 91
96007188|RN|Hospital|4 - May - 89|17 - Jul - 06
96324730|Nurse|Ward|12 - Feb - 84|27 - Jun - 98
97314000|Psychologist|Clinic|15 - Aug - 85|10 - Nov - 04
97353745|Psychologist|Ward|18 - Jan - 89|8 - Mar - 90
98110169|Nurse|Hospital|29 - May - 86|19 - Jul - 90
98204310|RN|Clinic|30 - Sep - 86|28 - Dec - 06
98425068|Janitor|Clinic|14 - Feb - 84|8 - Aug - 93
99428000|RN|Ward|30 - Apr - 89|4 - Jul - 05
99907253|Janitor|Hospital|19 - Nov - 88|13 - May - 96
